treated_id,control_id,pseudo_retraction_year,arm,treated_position,career_band,income_group,treated_pre_pubs,control_pre_pubs,treated_pre_recent,control_pre_recent,treated_pre_early,control_pre_early,treated_pre_growth,control_pre_growth,match_distance
A5036773734,A5029922762,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,14,14,6,6,8,8,0.0,0.0,0.0
A5037012516,A5073046669,2021,HONEST_ERROR,middle,mid (5-10y),higher,8,8,7,7,1,1,0.9808292530117264,0.9808292530117264,0.0
A5067350477,A5039071076,2021,HONEST_ERROR,last,senior (10-20y),higher,23,23,15,15,8,8,0.6931471805599454,0.6931471805599454,0.0
A5011307256,A5024042341,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,2,2,2,2,0,0,0.5108256237659907,0.5108256237659907,0.0
A5029610764,A5100670802,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,92,92,45,45,47,47,0.22705745063534577,0.22705745063534577,0.0
A5028032363,A5111096076,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,22,22,9,9,13,13,-0.0606246218164348,-0.0606246218164348,0.0
A5061491021,A5028162935,2021,HONEST_ERROR,middle,mid (5-10y),higher,9,9,4,4,5,5,0.03636764417087479,0.03636764417087479,0.0
A5101814366,A5033305127,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,4,4,1,1,3,3,-0.27193371548364176,-0.27193371548364176,0.0
A5101547295,A5054601775,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),lower,16,16,3,3,13,13,-0.7537718023763801,-0.7537718023763801,0.0
A5103128994,A5072492838,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,29,29,14,14,15,15,0.17645643734155647,0.17645643734155647,0.0
A5090146164,A5039976872,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,36,36,19,19,17,17,0.3342020880866736,0.3342020880866736,0.0
A5014956197,A5010082104,2021,HONEST_ERROR,middle,senior (10-20y),higher,11,11,6,6,5,5,0.2876820724517808,0.2876820724517808,0.0
A5030711057,A5071857785,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,71,72,57,58,14,14,1.4916548767777167,1.5081841787289272,0.03305860390242099
A5102008653,A5109430560,2021,HONEST_ERROR,middle,veteran (20y+),lower,38,38,10,10,28,28,-0.6131044728864086,-0.6131044728864086,0.0
A5079330584,A5004360380,2021,UNCONFIRMED_CONCERNS,middle,mid (5-10y),higher,8,8,4,4,4,4,0.15415067982725827,0.15415067982725827,0.0
A5018172327,A5109507723,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,10,10,6,6,4,4,0.4054651081081643,0.4054651081081643,0.0
A5031154818,A5075417752,2021,HONEST_ERROR,first,senior (10-20y),higher,4,4,2,2,2,2,0.10536051565782634,0.10536051565782634,0.0
A5081134536,A5023128752,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,56,51,52,46,4,5,2.2155737160044158,1.9822777932261881,0.4665918455564554
A5112867666,A5060508154,2021,EDITORIAL_COMPROMISE,first,early (<5y),lower,22,22,20,20,2,2,1.6314168191528757,1.6314168191528757,0.0
A5008508850,A5100543919,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5028490262,A5110732799,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,18,18,7,7,11,11,-0.11778303565638337,-0.11778303565638337,0.0
A5103012626,A5100635699,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,26,26,13,13,13,13,0.22705745063534621,0.22705745063534621,0.0
A5100442737,A5012516981,2021,HONEST_ERROR,middle,senior (10-20y),higher,64,64,37,37,27,27,0.5425743220805712,0.5425743220805712,0.0
A5083978052,A5019928819,2021,HONEST_ERROR,first,veteran (20y+),higher,49,49,23,23,26,26,0.1445812288111079,0.1445812288111079,0.0
A5100378367,A5089298023,2021,HONEST_ERROR,last,mid (5-10y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5011346354,A5070353216,2021,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,16,16,5,5,11,11,-0.3409265869705933,-0.3409265869705933,0.0
A5037328304,A5072698804,2021,AUTHOR_MISCONDUCT,last,early (<5y),lower,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5046270892,A5074986960,2021,ETHICS_VIOLATION,middle,mid (5-10y),higher,5,5,4,4,1,1,0.6241543090729937,0.6241543090729937,0.0
A5113711787,A5036911381,2021,HONEST_ERROR,middle,veteran (20y+),lower,11,11,2,2,9,9,-0.6678293725756554,-0.6678293725756554,0.0
A5101854251,A5044475244,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,13,13,5,5,8,8,-0.11778303565638337,-0.11778303565638337,0.0
A5069757291,A5080190204,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,114,114,30,30,84,84,-0.6931471805599454,-0.6931471805599454,0.0
A5087006033,A5040108609,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,8,8,6,6,2,2,0.6931471805599452,0.6931471805599452,0.0
A5082999223,A5007267227,2021,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,49,49,22,22,27,27,0.07257069283483553,0.07257069283483553,0.0
A5054707034,A5101106270,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,24,24,18,18,6,6,1.0296194171811581,1.0296194171811581,0.0
A5100650226,A5058901983,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,15,15,7,7,8,8,0.10536051565782656,0.10536051565782656,0.0
A5071656424,A5081224483,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5049552804,A5110354181,2021,HONEST_ERROR,middle,veteran (20y+),higher,51,51,21,21,30,30,-0.06062462181643502,-0.06062462181643502,0.0
A5100429701,A5085364264,2021,HONEST_ERROR,last,veteran (20y+),higher,37,37,16,16,21,21,0.013245226750020489,0.013245226750020489,0.0
A5103175999,A5077193289,2021,EDITORIAL_COMPROMISE,last,veteran (20y+),higher,20,20,11,11,9,9,0.3617900446055027,0.3617900446055027,0.0
A5078628563,A5084395293,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,208,208,86,86,122,122,-0.059963464767557095,-0.059963464767557095,0.0
A5100855399,A5069849750,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,20,20,5,5,15,15,-0.5773153650348237,-0.5773153650348237,0.0
A5047477529,A5053258776,2021,UNCONFIRMED_CONCERNS,first,mid (5-10y),,7,7,4,4,3,3,0.2876820724517809,0.2876820724517809,0.0
A5108661190,A5070896351,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,22,22,14,14,8,8,0.6359887667199968,0.6359887667199968,0.0
A5106131337,A5113539062,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5103146068,A5101640656,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,31,31,22,22,9,9,0.9416085398584448,0.9416085398584448,0.0
A5020997966,A5017629041,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,52,52,35,35,17,17,0.8807457944547437,0.8807457944547437,0.0
A5010086125,A5115694965,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,21,21,14,14,7,7,0.7230001437096265,0.7230001437096265,0.0
A5050264524,A5034913652,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,27,27,14,14,13,13,0.287682072451781,0.287682072451781,0.0
A5100775244,A5075744616,2021,HONEST_ERROR,middle,veteran (20y+),higher,26,26,21,21,5,5,1.268511325463507,1.268511325463507,0.0
A5113878927,A5107870634,2021,HONEST_ERROR,middle,senior (10-20y),higher,284,284,78,75,206,209,-0.664976303593249,-0.7169012665680525,0.10384992594960707
A5100774816,A5135267869,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5090906124,A5036125065,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,88,88,35,35,53,53,-0.11778303565638337,-0.11778303565638337,0.0
A5045270019,A5086706015,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,120,120,56,56,64,64,0.14571181118139354,0.14571181118139354,0.0
A5078941805,A5138077768,2021,AUTHOR_MISCONDUCT,middle,early (<5y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5025555412,A5110510071,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,15,15,9,9,6,6,0.47000362924573547,0.47000362924573547,0.0
A5103259690,A5100727737,2021,UNCONFIRMED_CONCERNS,first,senior (10-20y),higher,9,9,5,5,4,4,0.2876820724517809,0.2876820724517809,0.0
A5033072225,A5008544780,2021,HONEST_ERROR,last,senior (10-20y),higher,13,13,9,9,4,4,0.6931471805599453,0.6931471805599453,0.0
A5100647010,A5042282214,2021,HONEST_ERROR,middle,veteran (20y+),higher,56,56,41,41,15,15,1.1274327272036015,1.1274327272036015,0.0
A5101608397,A5101468025,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,4,4,1,1,3,3,-0.27193371548364176,-0.27193371548364176,0.0
A5028876866,A5003958987,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,1,1,0,0,1,1,-0.22314355131420976,-0.22314355131420976,0.0
A5079839167,A5039742042,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,34,34,24,24,10,10,0.9444616088408515,0.9444616088408515,0.0
A5012770597,A5051336889,2021,AUTHOR_MISCONDUCT,first,early (<5y),higher,10,10,10,10,0,0,1.4663370687934272,1.4663370687934272,0.0
A5101652582,A5103003487,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,6,6,4,4,2,2,0.4418327522790392,0.4418327522790392,0.0
A5103007506,A5101463182,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,12,12,6,6,6,6,0.18232155679395445,0.18232155679395445,0.0
A5057426807,A5067179548,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,138,137,53,53,85,84,-0.17560260654520965,-0.16430305129127643,0.02259911050786645
A5115593349,A5031594889,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,71,71,17,17,54,54,-0.7770286645406475,-0.7770286645406475,0.0
A5100676554,A5107856799,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,322,317,101,101,221,216,-0.4840274306112664,-0.46155457475920825,0.04494571170411632
A5108817933,A5069223655,2021,HONEST_ERROR,first,mid (5-10y),higher,10,10,7,7,3,3,0.6443570163905135,0.6443570163905135,0.0
A5017931403,A5112629265,2021,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,20,20,10,10,10,10,0.21357410029805912,0.21357410029805912,0.0
A5100349927,A5033911261,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,133,134,75,76,58,58,0.5172565140962813,0.5299955398737111,0.025478051554859604
A5103255206,A5110094204,2021,HONEST_ERROR,middle,veteran (20y+),higher,25,25,12,12,13,13,0.1625189294977749,0.1625189294977749,0.0
A5030221896,A5044376857,2021,HONEST_ERROR,first,veteran (20y+),higher,11,11,4,4,7,7,-0.16430305129127631,-0.16430305129127631,0.0
A5072724155,A5016890529,2021,HONEST_ERROR,middle,veteran (20y+),higher,206,206,107,107,99,99,0.3534334500145615,0.3534334500145615,0.0
A5014948069,A5008276130,2021,HONEST_ERROR,middle,senior (10-20y),higher,109,107,78,77,31,30,1.126783165634806,1.1433481825095013,0.05797507374650479
A5029399162,A5078422192,2021,AUTHOR_MISCONDUCT,first,mid (5-10y),,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5003768203,A5115695310,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),lower,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5004032587,A5034594640,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,35,35,13,13,22,22,-0.19782574332991976,-0.19782574332991976,0.0
A5051240851,A5101765977,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,14,14,11,11,3,3,0.9808292530117262,0.9808292530117262,0.0
A5050248515,A5079448845,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5101518883,A5103461708,2021,UNCONFIRMED_CONCERNS,last,senior (10-20y),higher,4,4,2,2,2,2,0.10536051565782634,0.10536051565782634,0.0
A5051948912,A5101783303,2021,HONEST_ERROR,middle,senior (10-20y),higher,22,22,7,7,15,15,-0.3541718137206138,-0.3541718137206138,0.0
A5032942672,A5072707170,2021,ETHICS_VIOLATION,first,veteran (20y+),higher,23,23,16,16,7,7,0.8342257788198508,0.8342257788198508,0.0
A5015627383,A5076807022,2021,ETHICS_VIOLATION,middle,mid (5-10y),,9,9,0,0,9,9,-1.1786549963416462,-1.1786549963416462,0.0
A5056907262,A5042980990,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,63,63,29,29,34,34,0.11583181552512167,0.11583181552512167,0.0
A5027492092,A5041615708,2021,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,115,115,53,53,62,62,0.12337902116050481,0.12337902116050481,0.0
A5042419777,A5021651274,2021,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,13,13,6,6,7,7,0.08701137698962969,0.08701137698962969,0.0
A5048876688,A5101829004,2021,UNCLASSIFIED,first,senior (10-20y),higher,12,12,8,8,4,4,0.6061358035703156,0.6061358035703156,0.0
A5031113782,A5037231255,2021,EDITORIAL_COMPROMISE,first,mid (5-10y),higher,14,14,7,7,7,7,0.19237189264745624,0.19237189264745624,0.0
A5058841087,A5100682240,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,26,26,13,13,13,13,0.22705745063534621,0.22705745063534621,0.0
A5101857162,A5021105992,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,5,5,5,5,0,0,0.9808292530117262,0.9808292530117262,0.0
A5101403422,A5056063970,2021,HONEST_ERROR,middle,senior (10-20y),higher,33,33,24,24,9,9,1.0185695809945734,1.0185695809945734,0.0
A5111961284,A5110469400,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,10,10,0,0,10,10,-1.252762968495368,-1.252762968495368,0.0
A5109506836,A5112521177,2021,EDITORIAL_COMPROMISE,middle,mid (5-10y),higher,27,27,2,2,25,25,-1.4701758451005926,-1.4701758451005926,0.0
A5100766228,A5015122399,2021,AUTHOR_MISCONDUCT,first,mid (5-10y),higher,16,16,9,9,7,7,0.3746934494414107,0.3746934494414107,0.0
A5054434559,A5105423780,2021,UNCONFIRMED_CONCERNS,first,veteran (20y+),lower,27,27,15,15,12,12,0.4054651081081644,0.4054651081081644,0.0
A5101661904,A5119738919,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,16,16,11,11,5,5,0.7295148247308201,0.7295148247308201,0.0
A5020360420,A5072899734,2021,HONEST_ERROR,last,veteran (20y+),higher,26,26,15,15,11,11,0.47000362924573547,0.47000362924573547,0.0
A5103771039,A5075966436,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,16,16,4,4,12,12,-0.538996500732687,-0.538996500732687,0.0
A5074590886,A5063312962,2021,HONEST_ERROR,last,early (<5y),higher,4,4,3,3,1,1,0.4700036292457355,0.4700036292457355,0.0
A5029878153,A5073057421,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,31,31,14,14,17,17,0.07637297878457394,0.07637297878457394,0.0
A5102915780,A5084954056,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5085733721,A5100929979,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,9,9,3,3,6,6,-0.22314355131420982,-0.22314355131420982,0.0
A5049446003,A5006904842,2021,EDITORIAL_COMPROMISE,first,senior (10-20y),lower,33,33,31,31,2,2,2.022283127839887,2.022283127839887,0.0
A5080084590,A5023054711,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,59,58,54,53,5,5,2.1335087629501115,2.115809185850711,0.03539915419880124
A5101191136,A5014658616,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,7,7,2,2,5,5,-0.30010459245033805,-0.30010459245033805,0.0
A5087152285,A5076070541,2021,HONEST_ERROR,middle,senior (10-20y),higher,75,75,43,43,32,32,0.532804530484766,0.532804530484766,0.0
A5100449899,A5037811990,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,73,74,49,50,24,24,0.9067212808580043,0.9257694758286992,0.03809638994138975
A5078433001,A5078929258,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,17,17,9,9,8,8,0.287682072451781,0.287682072451781,0.0
A5100709900,A5025278311,2021,HONEST_ERROR,middle,senior (10-20y),higher,40,40,16,16,24,24,-0.10008345855698253,-0.10008345855698253,0.0
A5107502236,A5056671813,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,15,15,1,1,14,14,-1.2163953243244934,-1.2163953243244934,0.0
A5101456646,A5039634341,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,39,39,22,22,17,17,0.46203545959655856,0.46203545959655856,0.0
A5035914989,A5041574332,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,15,15,6,6,9,9,-0.0800427076735366,-0.0800427076735366,0.0
A5100600704,A5017057369,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,95,95,36,36,59,59,-0.19189100781010549,-0.19189100781010549,0.0
A5061978444,A5074317515,2021,AUTHOR_MISCONDUCT,first,early (<5y),higher,4,4,4,4,0,0,0.8472978603872036,0.8472978603872036,0.0
A5018985911,A5025368083,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,10,10,7,7,3,3,0.6443570163905135,0.6443570163905135,0.0
A5103383889,A5015376998,2021,HONEST_ERROR,middle,veteran (20y+),higher,18,18,11,11,7,7,0.528844129268669,0.528844129268669,0.1
A5051025770,A5058149560,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,21,21,16,16,5,5,1.034896474282002,1.034896474282002,0.0
A5077009535,A5007720686,2021,HONEST_ERROR,first,veteran (20y+),higher,53,53,18,18,35,35,-0.3313571359544427,-0.3313571359544427,0.0
A5080081856,A5052153072,2021,HONEST_ERROR,first,senior (10-20y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5073771643,A5019218976,2021,UNCONFIRMED_CONCERNS,first,mid (5-10y),higher,7,7,1,1,6,6,-0.6286086594223742,-0.6286086594223742,0.0
A5101615750,A5044820905,2021,HONEST_ERROR,middle,veteran (20y+),higher,8,8,6,6,2,2,0.6931471805599452,0.6931471805599452,0.0
A5067014628,A5071032829,2021,HONEST_ERROR,middle,senior (10-20y),higher,37,37,23,23,14,14,0.6554068525770984,0.6554068525770984,0.0
A5100668329,A5006860478,2021,HONEST_ERROR,last,senior (10-20y),higher,5,5,3,3,2,2,0.2876820724517809,0.2876820724517809,0.0
A5024754731,A5062229377,2021,HONEST_ERROR,middle,veteran (20y+),higher,109,110,60,61,49,49,0.46052488529119184,0.47627324225933076,0.03149671393627784
A5101888846,A5100378294,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,20,20,15,15,5,5,0.9808292530117262,0.9808292530117262,0.0
A5110577072,A5000127292,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5101486949,A5039789041,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,9,9,4,4,5,5,0.03636764417087479,0.03636764417087479,0.0
A5101733615,A5035019868,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,23,23,13,13,10,10,0.42121346507630353,0.42121346507630353,0.0
A5100370375,A5004001756,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,15,15,9,9,6,6,0.47000362924573547,0.47000362924573547,0.0
A5016818633,A5091625375,2021,HONEST_ERROR,first,veteran (20y+),higher,265,269,186,187,79,82,1.110588479714825,1.0803588483587592,0.17101337691381904
A5102754508,A5045934683,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,28,28,13,13,15,15,0.11583181552512167,0.11583181552512167,0.0
A5109813285,A5114858390,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,7,7,4,4,3,3,0.2876820724517809,0.2876820724517809,0.0
A5082906248,A5047174859,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,25,25,6,6,19,19,-0.6505875661411495,-0.6505875661411495,0.0
A5064714172,A5070589730,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,6,6,0,0,6,6,-0.9162907318741551,-0.9162907318741551,0.0
A5065268901,A5085316773,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,13,13,8,8,5,5,0.4883527679139321,0.4883527679139321,0.0
A5100330845,A5021843274,2021,HONEST_ERROR,middle,mid (5-10y),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5083765282,A5035935580,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,6,6,4,4,2,2,0.4418327522790392,0.4418327522790392,0.0
A5037911426,A5000078740,2021,AUTHOR_MISCONDUCT,first,early (<5y),higher,2,2,0,0,2,2,-0.4054651081081644,-0.4054651081081644,0.0
A5083791483,A5080740346,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,119,119,50,50,69,69,-0.032485455144488196,-0.032485455144488196,0.0
A5101592887,A5018203757,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,8,8,4,4,4,4,0.15415067982725827,0.15415067982725827,0.0
A5064125073,A5047329672,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5078804257,A5033698619,2021,HONEST_ERROR,first,veteran (20y+),higher,61,61,21,21,40,40,-0.3184537311185349,-0.3184537311185349,0.0
A5100938748,A5031526510,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5070505175,A5081086157,2021,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,137,135,73,72,64,63,0.39890770756200533,0.4004775665971252,0.029630171570281583
A5035951399,A5019221281,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,25,25,6,6,19,19,-0.6505875661411495,-0.6505875661411495,0.0
A5110742141,A5101508053,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,37,37,26,26,11,11,0.9469277013360446,0.9469277013360446,0.0
A5101651006,A5085317249,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,14,14,10,10,4,4,0.7731898882334819,0.7731898882334819,0.0
A5049523725,A5038000768,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,18,18,13,13,5,5,0.8630462173553428,0.8630462173553428,0.0
A5053644314,A5031639031,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,32,32,12,12,20,20,-0.18232155679395468,-0.18232155679395468,0.0
A5100356318,A5101558490,2021,HONEST_ERROR,last,senior (10-20y),higher,16,16,8,8,8,8,0.20067069546215133,0.20067069546215133,0.0
A5078776307,A5059693299,2021,HONEST_ERROR,middle,senior (10-20y),higher,10,10,6,6,4,4,0.4054651081081643,0.4054651081081643,0.0
A5103047644,A5101564029,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,11,11,8,8,3,3,0.7396671961948382,0.7396671961948382,0.0
A5100357251,A5101948964,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,13,13,5,5,8,8,-0.11778303565638337,-0.11778303565638337,0.0
A5100453873,A5109282320,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,10,10,8,8,2,2,0.8938178760220965,0.8938178760220965,0.0
A5108561395,A5108581077,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,6,6,0,0,6,6,-0.9162907318741551,-0.9162907318741551,0.0
A5056588891,A5059056168,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,25,25,18,18,7,7,0.9343092373768334,0.9343092373768334,0.0
A5101680913,A5055982683,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,35,35,18,18,17,17,0.2876820724517808,0.2876820724517808,0.0
A5075659328,A5047677050,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,16,16,7,7,9,9,0.025317807984289953,0.025317807984289953,0.0
A5039531022,A5022670857,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,26,26,15,15,11,11,0.47000362924573547,0.47000362924573547,0.0
A5100683004,A5078396894,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,68,68,35,35,33,33,0.3143503195339421,0.3143503195339421,0.0
A5101739701,A5112473700,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,18,18,6,6,12,12,-0.287682072451781,-0.287682072451781,0.0
A5060655239,A5050074450,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,95,95,48,48,47,47,0.2876820724517808,0.2876820724517808,0.0
A5058927034,A5001007906,2021,HONEST_ERROR,last,veteran (20y+),higher,162,159,92,90,70,69,0.5374938708481523,0.5298221244566457,0.04255479689456987
A5100676379,A5034519074,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,161,160,61,61,100,99,-0.1978257433299202,-0.18816383241818313,0.01932382182347414
A5019795468,A5004041591,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,105,106,59,60,46,46,0.5027934520687265,0.5187937934151674,0.03200068269288181
A5100340644,A5071176191,2021,UNCLASSIFIED,first,veteran (20y+),higher,226,225,119,118,107,107,0.3821729158727032,0.3739424167361878,0.016460998273030825
A5020429065,A5008649700,2021,HONEST_ERROR,middle,veteran (20y+),higher,39,39,19,19,20,20,0.2006706954621511,0.2006706954621511,0.0
A5073909346,A5067958141,2021,HONEST_ERROR,last,veteran (20y+),higher,43,43,18,18,25,25,-0.035091319811270116,-0.035091319811270116,0.0
A5101392400,A5053831025,2021,HONEST_ERROR,middle,veteran (20y+),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5022654145,A5028991887,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,32,32,16,16,16,16,0.23638877806423042,0.23638877806423042,0.0
A5101974630,A5107890763,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,115,115,43,43,72,72,-0.21440987134545475,-0.21440987134545475,0.0
A5090214660,A5068351463,2021,AUTHOR_MISCONDUCT,middle,early (<5y),higher,4,4,4,4,0,0,0.8472978603872036,0.8472978603872036,0.0
A5114209762,A5034359521,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,2,2,0,0,2,2,-0.4054651081081644,-0.4054651081081644,0.0
A5100996584,A5000135655,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,22,22,5,5,17,17,-0.6773988235918063,-0.6773988235918063,0.0
A5007556116,A5103244704,2021,HONEST_ERROR,middle,veteran (20y+),higher,40,40,17,17,23,23,-0.012422519998557036,-0.012422519998557036,0.0
A5100627022,A5016258318,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,29,29,12,12,17,17,-0.04879016416943216,-0.04879016416943216,0.0
A5091254112,A5048577998,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,104,104,58,58,46,46,0.48653293119694574,0.48653293119694574,0.0
A5053990299,A5108265668,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),lower,17,17,8,8,9,9,0.12062798778861472,0.12062798778861472,0.0
