treated_id,control_id,pseudo_retraction_year,arm,treated_position,career_band,income_group,treated_pre_pubs,control_pre_pubs,treated_pre_recent,control_pre_recent,treated_pre_early,control_pre_early,treated_pre_growth,control_pre_growth,match_distance
A5025514383,A5036665169,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,72,72,37,37,35,35,0.31299988043607074,0.31299988043607074,0.0
A5016547254,A5027042300,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,21,21,8,8,13,13,-0.14763599880606448,-0.14763599880606448,0.0
A5100750683,A5032004355,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,39,39,30,30,9,9,1.2192402764567245,1.2192402764567245,0.0
A5022335457,A5108214807,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,8,8,8,8,0,0,1.2992829841302609,1.2992829841302609,0.0
A5080841434,A5069148631,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,71,71,27,27,44,44,-0.18232155679395445,-0.18232155679395445,0.0
A5023437335,A5054188654,2021,HONEST_ERROR,middle,mid (5-10y),higher,14,14,5,5,9,9,-0.19782574332991998,-0.19782574332991998,0.0
A5110494754,A5110856877,2021,EDITORIAL_COMPROMISE,first,mid (5-10y),lower,11,11,3,3,8,8,-0.4054651081081643,-0.4054651081081643,0.0
A5104021041,A5112415520,2021,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,6,6,1,1,5,5,-0.5232481437645479,-0.5232481437645479,0.0
A5100324170,A5100624430,2021,HONEST_ERROR,middle,senior (10-20y),higher,14,14,8,8,6,6,0.3829922522561058,0.3829922522561058,0.0
A5085065266,A5091845969,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,203,201,116,114,87,87,0.5559460590464602,0.5389965007326869,0.03389911662754663
A5100410416,A5100379074,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,16,16,7,7,9,9,0.025317807984289953,0.025317807984289953,0.0
A5100437963,A5100945725,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,36,36,15,15,21,21,-0.040821994520255256,-0.040821994520255256,0.0
A5101508124,A5030865395,2021,HONEST_ERROR,middle,mid (5-10y),higher,12,12,6,6,6,6,0.18232155679395445,0.18232155679395445,0.0
A5017583584,A5000626864,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,11,11,3,3,8,8,-0.4054651081081643,-0.4054651081081643,0.0
A5110080750,A5057912882,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,5,5,0,0,5,5,-0.8109302162163288,-0.8109302162163288,0.0
A5003662532,A5011557316,2021,HONEST_ERROR,middle,mid (5-10y),higher,2,2,1,1,1,1,0.06453852113757114,0.06453852113757114,0.0
A5108122139,A5052019154,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,13,13,7,7,6,6,0.287682072451781,0.287682072451781,0.0
A5101980291,A5107834038,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,43,43,13,13,30,30,-0.4660897299245992,-0.4660897299245992,0.0
A5050190784,A5035360789,2021,AUTHOR_MISCONDUCT,middle,early (<5y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5101906985,A5101668989,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,23,23,7,7,16,16,-0.40546510810816416,-0.40546510810816416,0.0
A5112897246,A5001764784,2021,AUTHOR_MISCONDUCT,middle,early (<5y),higher,8,8,3,3,5,5,-0.11778303565638348,-0.11778303565638348,0.0
A5072177946,A5078860619,2021,EDITORIAL_COMPROMISE,first,early (<5y),higher,164,160,141,137,23,23,1.9616585060234524,1.9334876290567564,0.056341753933391914
A5100432100,A5000067976,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,84,84,38,38,46,46,0.08923113372794234,0.08923113372794234,0.0
A5101787221,A5080017656,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,123,122,68,67,55,55,0.472824505587377,0.45863987059542044,0.028369269983913092
A5023254284,A5100709786,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,9,9,5,5,4,4,0.2876820724517809,0.2876820724517809,0.0
A5101904301,A5039820125,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,2,2,2,2,0,0,0.5108256237659907,0.5108256237659907,0.0
A5033541437,A5071448875,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,26,26,12,12,14,14,0.10536051565782611,0.10536051565782611,0.0
A5062305496,A5000116796,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5000515580,A5021313011,2021,HONEST_ERROR,middle,veteran (20y+),higher,13,13,4,4,9,9,-0.3313571359544426,-0.3313571359544426,0.0
A5067473849,A5107700838,2021,HONEST_ERROR,middle,senior (10-20y),higher,5,5,1,1,4,4,-0.4054651081081644,-0.4054651081081644,0.0
A5101768090,A5051097049,2021,HONEST_ERROR,last,senior (10-20y),higher,7,7,2,2,5,5,-0.30010459245033805,-0.30010459245033805,0.0
A5101592227,A5000065826,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,14,14,1,1,13,13,-1.1592369104845446,-1.1592369104845446,0.0
A5080846994,A5001474613,2021,HONEST_ERROR,middle,veteran (20y+),higher,152,152,84,84,68,68,0.4769240720903096,0.4769240720903096,0.0
A5086420817,A5029965399,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,223,230,157,166,66,64,1.114360645636249,1.1980730821987473,0.16742487312499676
A5100424451,A5115695420,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,10,10,8,8,2,2,0.8938178760220965,0.8938178760220965,0.0
A5082955902,A5101000502,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5101527986,A5043198927,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),lower,64,66,28,28,36,38,0.03278982282299081,-0.016000341346440905,0.09758032833886343
A5058362778,A5008426740,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,6,6,0,0,6,6,-0.9162907318741551,-0.9162907318741551,0.0
A5101935629,A5052160380,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,31,31,18,18,13,13,0.49899116611898786,0.49899116611898786,0.0
A5101463950,A5052830229,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,34,34,9,9,25,25,-0.5947071077466928,-0.5947071077466928,0.0
A5102204368,A5135107130,2021,HONEST_ERROR,middle,senior (10-20y),higher,0,0,0,0,0,0,0.0,0.0,0.0
A5052634264,A5065967511,2021,AUTHOR_MISCONDUCT,first,early (<5y),higher,1,1,0,0,1,1,-0.22314355131420976,-0.22314355131420976,0.0
A5100410195,A5048423745,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,166,165,71,71,95,94,-0.003372684478639254,0.0067796869853786745,0.020304742928035857
A5101481371,A5082699990,2021,UNCONFIRMED_CONCERNS,first,senior (10-20y),higher,24,24,23,23,1,1,1.9363406980391629,1.9363406980391629,0.0
A5103055224,A5100656027,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,15,15,4,4,11,11,-0.47445797959511593,-0.47445797959511593,0.0
A5072285989,A5103742940,2021,HONEST_ERROR,middle,senior (10-20y),higher,42,42,21,21,21,21,0.24686007793152553,0.24686007793152553,0.0
A5100379896,A5003431871,2021,HONEST_ERROR,last,senior (10-20y),higher,23,23,19,19,4,4,1.2992829841302607,1.2992829841302607,0.0
A5048339471,A5075978351,2021,EDITORIAL_COMPROMISE,first,veteran (20y+),higher,35,35,17,17,18,18,0.19237189264745602,0.19237189264745602,0.0
A5044165610,A5006272638,2021,HONEST_ERROR,middle,veteran (20y+),higher,52,52,30,30,22,22,0.5260930958967793,0.5260930958967793,0.0
A5035409709,A5071178914,2021,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,3,3,2,2,1,1,0.28768207245178096,0.28768207245178096,0.0
A5101947391,A5115694754,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,34,34,16,16,18,18,0.14107859825990543,0.14107859825990543,0.0
A5083354054,A5074578990,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),lower,26,27,26,27,0,0,2.268683541318364,2.302585092994046,0.16780310335136353
A5100449559,A5012298195,2021,HONEST_ERROR,middle,senior (10-20y),higher,69,69,33,33,36,36,0.18232155679395445,0.18232155679395445,0.0
A5110868838,A5075049642,2021,HONEST_ERROR,last,veteran (20y+),higher,31,31,14,14,17,17,0.07637297878457394,0.07637297878457394,0.0
A5088751376,A5022323599,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,22,22,5,5,17,17,-0.6773988235918063,-0.6773988235918063,0.0
A5100750411,A5060302144,2021,HONEST_ERROR,last,senior (10-20y),higher,28,28,9,9,19,19,-0.36290549368936853,-0.36290549368936853,0.0
A5032248356,A5050586146,2021,HONEST_ERROR,middle,senior (10-20y),higher,30,30,18,18,12,12,0.5596157879354227,0.5596157879354227,0.0
A5110376379,A5060995160,2021,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,1,1,1,1,0,0,0.2876820724517809,0.2876820724517809,0.0
A5015990629,A5077746786,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,19,19,16,16,3,3,1.286210902562908,1.286210902562908,0.0
A5032094873,A5000106307,2021,HONEST_ERROR,middle,veteran (20y+),higher,53,52,31,30,22,22,0.5559460590464602,0.5260930958967793,0.05970592629936178
A5101979070,A5100443166,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,31,31,18,18,13,13,0.49899116611898786,0.49899116611898786,0.0
A5021669700,A5084761762,2021,HONEST_ERROR,middle,veteran (20y+),higher,7,7,5,5,2,2,0.5753641449035618,0.5753641449035618,0.0
A5101816168,A5083710849,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,2,2,0,0,2,2,-0.4054651081081644,-0.4054651081081644,0.0
A5100387191,A5025975156,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,26,26,11,11,15,15,-0.017699577099401065,-0.017699577099401065,0.0
A5078734134,A5088809877,2021,HONEST_ERROR,first,veteran (20y+),higher,69,69,32,32,37,37,0.1294580672368868,0.1294580672368868,0.0
A5018344676,A5112358183,2021,HONEST_ERROR,first,veteran (20y+),higher,122,121,71,71,51,50,0.5844139804234798,0.6027631190916765,0.036698277336393303
A5052877203,A5030816361,2021,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,253,257,107,108,146,149,-0.022472855852058604,-0.03322564762832059,0.03960525459235953
A5100338406,A5087592240,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,37,37,22,22,15,15,0.5621189181535411,0.5621189181535411,0.0
A5041148840,A5061552242,2021,ETHICS_VIOLATION,last,veteran (20y+),higher,34,34,9,9,25,25,-0.5947071077466928,-0.5947071077466928,0.0
A5007301336,A5023578672,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,16,16,9,9,7,7,0.3746934494414107,0.3746934494414107,0.0
A5101454286,A5063236276,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,13,13,4,4,9,9,-0.3313571359544426,-0.3313571359544426,0.0
A5115695465,A5008492288,2021,HONEST_ERROR,middle,veteran (20y+),higher,126,125,52,52,74,73,-0.06169356900533973,-0.04879016416943216,0.025806809671815145
A5011964303,A5082705000,2021,HONEST_ERROR,first,senior (10-20y),higher,11,11,6,6,5,5,0.2876820724517808,0.2876820724517808,0.0
A5112536670,A5002033152,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,21,21,12,12,9,9,0.4307829160924541,0.4307829160924541,0.0
A5059025310,A5090194837,2021,HONEST_ERROR,first,senior (10-20y),higher,16,16,7,7,9,9,0.025317807984289953,0.025317807984289953,0.0
A5039172141,A5082916091,2021,HONEST_ERROR,last,veteran (20y+),higher,105,105,46,46,59,59,0.03636764417087468,0.03636764417087468,0.0
A5040528595,A5059338233,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,43,43,24,24,19,19,0.44802472252696046,0.44802472252696046,0.0
A5100370407,A5043632566,2021,HONEST_ERROR,last,veteran (20y+),higher,196,196,104,104,92,92,0.39616271544585047,0.39616271544585047,0.0
A5004828666,A5100814046,2021,HONEST_ERROR,middle,veteran (20y+),higher,23,23,6,6,17,17,-0.5596157879354229,-0.5596157879354229,0.0
A5062032742,A5017578763,2021,UNCONFIRMED_CONCERNS,middle,mid (5-10y),higher,7,7,6,6,1,1,0.8754687373538999,0.8754687373538999,0.0
A5100765214,A5081631800,2021,HONEST_ERROR,middle,senior (10-20y),higher,17,17,10,10,7,7,0.4547361571149473,0.4547361571149473,0.0
A5112471301,A5087556122,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,22,22,2,2,20,20,-1.2809338454620642,-1.2809338454620642,0.0
A5045274613,A5070041698,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,53,53,19,19,34,34,-0.25886163391628925,-0.25886163391628925,0.0
A5047944033,A5111458157,2021,HONEST_ERROR,middle,veteran (20y+),higher,10,10,3,3,7,7,-0.3184537311185346,-0.3184537311185346,0.0
A5101562188,A5069067193,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,37,37,23,23,14,14,0.6554068525770984,0.6554068525770984,0.0
A5110025544,A5033304536,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,31,31,5,5,26,26,-1.0340737675305385,-1.0340737675305385,0.0
A5115603465,A5069103708,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,28,28,10,10,18,18,-0.2384110234449981,-0.2384110234449981,0.0
A5100317796,A5063282378,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,47,47,20,20,27,27,-0.010810916104215362,-0.010810916104215362,0.0
A5003920446,A5109386514,2021,HONEST_ERROR,middle,senior (10-20y),lower,46,46,17,17,29,29,-0.21309321546070814,-0.21309321546070814,0.0
A5083285269,A5015943729,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),,0,0,0,0,0,0,0.0,0.0,0.0
A5100713960,A5067478403,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,48,48,27,27,21,21,0.4700036292457357,0.4700036292457357,0.0
A5112241739,A5031761020,2021,EDITORIAL_COMPROMISE,last,veteran (20y+),lower,148,149,73,72,75,77,0.2489675602710908,0.21072103131565223,0.07649305791087713
A5027221531,A5087514519,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,176,182,69,73,107,109,-0.1451820098444978,-0.10897240597422853,0.10813444254055149
A5078008876,A5101561387,2021,HONEST_ERROR,middle,senior (10-20y),higher,12,12,6,6,6,6,0.18232155679395445,0.18232155679395445,0.0
A5033538695,A5068963258,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,44,44,23,23,21,21,0.32690278560506236,0.32690278560506236,0.0
A5100356282,A5036216946,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,73,73,50,50,23,23,0.9621371199995741,0.9621371199995741,0.0
A5013952739,A5062897177,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,59,59,24,24,35,35,-0.08004270767353638,-0.08004270767353638,0.1
A5046953825,A5077956583,2021,UNCONFIRMED_CONCERNS,last,veteran (20y+),higher,38,38,16,16,22,22,-0.02597548640326064,-0.02597548640326064,0.0
A5057263475,A5000031957,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,25,25,20,20,5,5,1.2259517110447113,1.2259517110447113,0.0
A5007247995,A5030621292,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),lower,30,30,29,29,1,1,2.1439800628174073,2.1439800628174073,0.0
A5085265418,A5101596753,2021,AUTHOR_MISCONDUCT,last,mid (5-10y),higher,17,17,14,14,3,3,1.1749852674526837,1.1749852674526837,0.0
A5101609032,A5101452715,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,18,18,10,10,8,8,0.3677247801253176,0.3677247801253176,0.0
A5044707901,A5055275469,2021,UNCONFIRMED_CONCERNS,middle,senior (10-20y),higher,97,97,56,56,41,41,0.5585570265871804,0.5585570265871804,0.0
A5022037416,A5029022628,2021,HONEST_ERROR,middle,veteran (20y+),higher,129,129,49,49,80,80,-0.19189100781010549,-0.19189100781010549,0.0
A5111750218,A5009994640,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,8,8,0,0,8,8,-1.0986122886681096,-1.0986122886681096,0.0
A5101574108,A5103433355,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,3,3,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0
A5055461889,A5048866218,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,10,10,3,3,7,7,-0.3184537311185346,-0.3184537311185346,0.0
A5100452423,A5120315506,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,18,18,14,14,4,4,1.0414538748281612,1.0414538748281612,0.0
A5108729676,A5000072914,2021,HONEST_ERROR,middle,mid (5-10y),lower,12,12,11,11,1,1,1.3173014896329391,1.3173014896329391,0.0
A5064101943,A5009151363,2021,HONEST_ERROR,middle,veteran (20y+),higher,133,134,58,58,75,76,0.029108084158070646,0.016529301951210496,0.0251575644137203
A5008761321,A5058281405,2021,UNCONFIRMED_CONCERNS,middle,veteran (20y+),higher,64,64,38,38,26,26,0.6000567574939333,0.6000567574939333,0.0
A5048139572,A5110655258,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,46,46,12,12,34,34,-0.641853886172395,-0.641853886172395,0.0
A5043103857,A5037400352,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,245,247,102,103,143,144,-0.04879016416943216,-0.04609110720026699,0.01895748790908769
A5100325014,A5101845875,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,12,12,7,7,5,5,0.39304258810960735,0.39304258810960735,0.0
A5012664679,A5032020784,2021,AUTHOR_MISCONDUCT,first,early (<5y),higher,6,6,4,4,2,2,0.4418327522790392,0.4418327522790392,0.0
A5100737723,A5017834687,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,59,59,23,23,36,36,-0.14310084364067333,-0.14310084364067333,0.0
A5102113281,A5000027035,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,21,21,12,12,9,9,0.4307829160924541,0.4307829160924541,0.0
A5100613640,A5100351921,2021,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,171,173,84,85,87,88,0.24273068458951474,0.24323030988094718,0.02285739164724543
A5069497923,A5065810677,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,36,36,19,19,17,17,0.3342020880866736,0.3342020880866736,0.0
A5100324597,A5039268187,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,49,49,29,29,20,20,0.575364144903562,0.575364144903562,0.0
A5042296804,A5011370251,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,2,2,0,0,2,2,-0.4054651081081644,-0.4054651081081644,0.0
A5100439743,A5065382850,2021,HONEST_ERROR,middle,veteran (20y+),higher,101,101,60,60,41,41,0.6241543090729937,0.6241543090729937,0.0
A5025223214,A5110651818,2021,HONEST_ERROR,middle,senior (10-20y),higher,12,12,4,4,8,8,-0.251314428280906,-0.251314428280906,0.0
A5022161078,A5073527317,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,6,6,3,3,3,3,0.13353139262452263,0.13353139262452263,0.0
A5044756037,A5033209906,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,42,42,12,12,30,30,-0.5306282510621705,-0.5306282510621705,0.0
A5102630456,A5081938349,2021,AUTHOR_MISCONDUCT,last,senior (10-20y),higher,6,6,3,3,3,3,0.13353139262452263,0.13353139262452263,0.0
A5010619251,A5014207620,2021,AUTHOR_MISCONDUCT,first,senior (10-20y),higher,43,43,22,22,21,21,0.2876820724517808,0.2876820724517808,0.0
A5100390495,A5034265050,2021,HONEST_ERROR,middle,senior (10-20y),higher,59,59,39,39,20,20,0.8472978603872039,0.8472978603872039,0.0
A5110442161,A5037587571,2021,UNCONFIRMED_CONCERNS,middle,mid (5-10y),higher,38,38,12,12,26,26,-0.4054651081081644,-0.4054651081081644,0.0
A5102960035,A5045434150,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,10,10,3,3,7,7,-0.3184537311185346,-0.3184537311185346,0.0
A5100390442,A5068694469,2021,HONEST_ERROR,middle,senior (10-20y),higher,28,28,22,22,6,6,1.203972804325936,1.203972804325936,0.0
A5004516008,A5013959339,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,32,32,12,12,20,20,-0.18232155679395468,-0.18232155679395468,0.0
A5101557867,A5084464058,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,34,34,15,15,19,19,0.042559614418795855,0.042559614418795855,0.0
A5100608127,A5034315022,2021,HONEST_ERROR,middle,senior (10-20y),higher,47,47,28,28,19,19,0.5861750610077776,0.5861750610077776,0.0
A5035218790,A5008290708,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5100446648,A5023648778,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,54,54,24,24,30,30,0.057158413839948796,0.057158413839948796,0.0
A5001255349,A5102010038,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,27,27,10,10,17,17,-0.19189100781010526,-0.19189100781010526,0.0
A5101172546,A5115694768,2021,EDITORIAL_COMPROMISE,middle,veteran (20y+),higher,23,23,17,17,6,6,0.9808292530117262,0.9808292530117262,0.0
A5110521112,A5081048711,2021,HONEST_ERROR,middle,senior (10-20y),higher,82,82,29,29,53,53,-0.2896332925830425,-0.2896332925830425,0.0
A5100410894,A5115595823,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),higher,27,27,19,19,8,8,0.8938178760220965,0.8938178760220965,0.0
A5058169135,A5053811120,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,3,3,1,1,2,2,-0.11778303565638348,-0.11778303565638348,0.0
A5102716804,A5108015393,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,18,18,14,14,4,4,1.0414538748281612,1.0414538748281612,0.0
A5046353219,A5000396987,2021,EDITORIAL_COMPROMISE,middle,senior (10-20y),higher,15,15,9,9,6,6,0.47000362924573547,0.47000362924573547,0.0
A5110081955,A5109285829,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,66,66,38,38,28,28,0.5355182363563622,0.5355182363563622,0.0
A5110777272,A5109294827,2021,EDITORIAL_COMPROMISE,first,senior (10-20y),higher,1,1,0,0,1,1,-0.22314355131420976,-0.22314355131420976,0.0
A5101912252,A5000073639,2021,AUTHOR_MISCONDUCT,first,veteran (20y+),higher,13,13,9,9,4,4,0.6931471805599453,0.6931471805599453,0.0
A5011288919,A5085330812,2021,HONEST_ERROR,middle,veteran (20y+),higher,87,90,43,43,44,47,0.24512245803298516,0.18449783621655014,0.12124924363287004
A5020179857,A5105783362,2021,HONEST_ERROR,middle,veteran (20y+),higher,7,7,2,2,5,5,-0.30010459245033805,-0.30010459245033805,0.0
A5102939955,A5016988477,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,32,32,24,24,8,8,1.09861228866811,1.09861228866811,0.0
A5100377296,A5083369547,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),lower,163,163,79,80,84,83,0.21706450523782728,0.24061456159379535,0.14710011271193615
A5020569437,A5034972106,2021,AUTHOR_MISCONDUCT,middle,senior (10-20y),lower,27,27,14,14,13,13,0.287682072451781,0.287682072451781,0.0
A5100404001,A5035157423,2021,AUTHOR_MISCONDUCT,middle,mid (5-10y),higher,9,9,8,8,1,1,1.0761394328160512,1.0761394328160512,0.0
A5101592309,A5051315833,2021,AUTHOR_MISCONDUCT,last,veteran (20y+),higher,40,40,29,29,11,11,1.0453677741492975,1.0453677741492975,0.0
A5063759753,A5102917894,2021,HONEST_ERROR,middle,senior (10-20y),higher,6,6,4,4,2,2,0.4418327522790392,0.4418327522790392,0.0
A5058322347,A5010513930,2021,AUTHOR_MISCONDUCT,middle,veteran (20y+),higher,49,49,23,23,26,26,0.1445812288111079,0.1445812288111079,0.0
A5101847871,A5016040751,2021,HONEST_ERROR,middle,senior (10-20y),higher,21,21,11,11,10,10,0.2876820724517808,0.2876820724517808,0.0
A5101953283,A5059957968,2021,HONEST_ERROR,last,veteran (20y+),higher,44,44,16,16,28,28,-0.23361485118150505,-0.23361485118150505,0.0
